"asset_id","title","path","ownership_status","requirement_ids","allowed_lesson_ids","rollout_status","source_old_lessons","delivery","reasons"
"stage10-lesson-122-validator","Check field count and mark type","assets/diagrams/stage10-infographics/stage10-lesson-122-validator.jpg","inventory-only","","","inventory-only","122","OPTIONAL / EXTEND",""
"stage10-lesson-123-concept","An ADT is data together with permitted operations","assets/diagrams/stage10-infographics/stage10-lesson-123-concept.jpg","assigned","S10.08","063","whole-course-active","121","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-123-errors","Why boundary checks come first","assets/diagrams/stage10-infographics/stage10-lesson-123-errors.jpg","inventory-only","","","inventory-only","123","OPTIONAL / EXTEND",""
"stage10-lesson-123-implementation","Implement stack, queue and linked list using arrays","assets/diagrams/stage10-infographics/stage10-lesson-123-implementation.jpg","assigned","S10.09;S10.10","064","whole-course-active","121","CORE / TEACH","Reviewed syllabus visualEvidence contract;The visual explains array implementation and data operations on ADTs."
"stage10-lesson-123-operations","Why operation names preserve meaning","assets/diagrams/stage10-infographics/stage10-lesson-123-operations.jpg","inventory-only","","","inventory-only","123","OPTIONAL / EXTEND",""
"stage10-lesson-123-pseudocode","Why pseudocode must expose state change","assets/diagrams/stage10-infographics/stage10-lesson-123-pseudocode.jpg","inventory-only","","","inventory-only","123","OPTIONAL / EXTEND",""
"stage10-lesson-123-queue","Why two ends create FIFO","assets/diagrams/stage10-infographics/stage10-lesson-123-queue.jpg","assigned","S10.09","064","whole-course-active","121","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-123-stack","Why one open end creates LIFO","assets/diagrams/stage10-infographics/stage10-lesson-123-stack.jpg","assigned","S10.09","064","whole-course-active","121","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-124-adt","Use ADTs when the removal rule matters","assets/diagrams/stage10-infographics/stage10-lesson-124-adt.jpg","inventory-only","","","inventory-only","124","OPTIONAL / EXTEND",""
"stage10-lesson-124-array","Use arrays for many similar values accessed by index","assets/diagrams/stage10-infographics/stage10-lesson-124-array.jpg","inventory-only","","","inventory-only","124","OPTIONAL / EXTEND",""
"stage10-lesson-124-criteria","Start with the data and operations, not the keyword","assets/diagrams/stage10-infographics/stage10-lesson-124-criteria.jpg","inventory-only","","","inventory-only","124","OPTIONAL / EXTEND",""
"stage10-lesson-124-decision","Match scenario evidence to structure features","assets/diagrams/stage10-infographics/stage10-lesson-124-decision.jpg","inventory-only","","","inventory-only","124","OPTIONAL / EXTEND",""
"stage10-lesson-124-file","Use files when data must persist or be exchanged","assets/diagrams/stage10-infographics/stage10-lesson-124-file.jpg","inventory-only","","","inventory-only","124","OPTIONAL / EXTEND",""
"stage10-lesson-124-pseudocode","Justify the data structure in Cambridge answers","assets/diagrams/stage10-infographics/stage10-lesson-124-pseudocode.jpg","inventory-only","","","inventory-only","124","OPTIONAL / EXTEND",""
"stage10-lesson-124-ranker","Spot the answer that would earn marks","assets/diagrams/stage10-infographics/stage10-lesson-124-ranker.jpg","inventory-only","","","inventory-only","124","OPTIONAL / EXTEND",""
"stage10-lesson-124-record","Use records when named fields belong to one entity","assets/diagrams/stage10-infographics/stage10-lesson-124-record.jpg","inventory-only","","","inventory-only","124","OPTIONAL / EXTEND",""
"stage10-lesson-125-arrays","Cambridge array bounds are stated explicitly","assets/diagrams/stage10-infographics/stage10-lesson-125-arrays.jpg","inventory-only","","","inventory-only","125","OPTIONAL / EXTEND",""
"stage10-lesson-125-assignment","<- changes a value; = usually tests equality in conditions","assets/diagrams/stage10-infographics/stage10-lesson-125-assignment.jpg","inventory-only","","","inventory-only","125","OPTIONAL / EXTEND",""
"stage10-lesson-125-constants","Constants are named values that should not change","assets/diagrams/stage10-infographics/stage10-lesson-125-constants.jpg","inventory-only","","","inventory-only","125","OPTIONAL / EXTEND",""
"stage10-lesson-125-principle","Do not mix the two languages inside one answer","assets/diagrams/stage10-infographics/stage10-lesson-125-principle.jpg","inventory-only","","","inventory-only","125","OPTIONAL / EXTEND",""
"stage10-lesson-125-records","Record declarations use TYPE and ENDTYPE","assets/diagrams/stage10-infographics/stage10-lesson-125-records.jpg","inventory-only","","","inventory-only","125","OPTIONAL / EXTEND",""
"stage10-lesson-125-sorter","Which syntax belongs to which answer style?","assets/diagrams/stage10-infographics/stage10-lesson-125-sorter.jpg","inventory-only","","","inventory-only","125","OPTIONAL / EXTEND",""
"stage10-lesson-125-types","Map concepts, not spelling","assets/diagrams/stage10-infographics/stage10-lesson-125-types.jpg","inventory-only","","","inventory-only","125","OPTIONAL / EXTEND",""
"stage10-lesson-125-variables","Declare first; initialise separately when needed","assets/diagrams/stage10-infographics/stage10-lesson-125-variables.jpg","inventory-only","","","inventory-only","125","OPTIONAL / EXTEND",""
"stage10-lesson-126-adts","Order of removal is the key clue","assets/diagrams/stage10-infographics/stage10-lesson-126-adts.jpg","review-only","","","inventory-only","126","OPTIONAL / EXTEND",""
"stage10-lesson-126-decision","A good answer names the structure and the reason","assets/diagrams/stage10-infographics/stage10-lesson-126-decision.jpg","review-only","","","inventory-only","126","OPTIONAL / EXTEND",""
"stage10-lesson-126-declare","Cambridge pseudocode remains the exam standard","assets/diagrams/stage10-infographics/stage10-lesson-126-declare.jpg","review-only","","","inventory-only","126","OPTIONAL / EXTEND",""
"stage10-lesson-126-files","Files preserve data beyond the running program","assets/diagrams/stage10-infographics/stage10-lesson-126-files.jpg","review-only","","","inventory-only","126","OPTIONAL / EXTEND",""
"stage10-lesson-126-improver","Turn a weak answer into a useful answer","assets/diagrams/stage10-infographics/stage10-lesson-126-improver.jpg","review-only","","","inventory-only","126","OPTIONAL / EXTEND",""
"stage10-lesson-126-map","Section 10 in one review grid","assets/diagrams/stage10-infographics/stage10-lesson-126-map.jpg","review-only","","","inventory-only","126","OPTIONAL / EXTEND",""
"stage10-lesson-126-marks","Upgrade vague words into credit-bearing words","assets/diagrams/stage10-infographics/stage10-lesson-126-marks.jpg","review-only","","","inventory-only","126","OPTIONAL / EXTEND",""
"stage10-lesson-127-constructs","Three control-flow ideas","assets/diagrams/stage10-infographics/stage10-lesson-127-constructs.jpg","inventory-only","","","inventory-only","127","OPTIONAL / EXTEND",""
"stage10-lesson-127-iteration","Loops repeat with control","assets/diagrams/stage10-infographics/stage10-lesson-127-iteration.jpg","inventory-only","","","inventory-only","127","OPTIONAL / EXTEND",""
"stage10-lesson-127-java","Same logic, different exam language","assets/diagrams/stage10-infographics/stage10-lesson-127-java.jpg","inventory-only","","","inventory-only","127","OPTIONAL / EXTEND",""
"stage10-lesson-127-selection","Conditions decide the path","assets/diagrams/stage10-infographics/stage10-lesson-127-selection.jpg","inventory-only","","","inventory-only","127","OPTIONAL / EXTEND",""
"stage10-lesson-127-sequence","Order changes meaning","assets/diagrams/stage10-infographics/stage10-lesson-127-sequence.jpg","inventory-only","","","inventory-only","127","OPTIONAL / EXTEND",""
"stage10-lesson-127-tracer","Run a small loop by hand","assets/diagrams/stage10-infographics/stage10-lesson-127-tracer.jpg","inventory-only","","","inventory-only","127","OPTIONAL / EXTEND",""
"stage10-lesson-128-case","Use CASE for clear values of one expression","assets/diagrams/stage10-infographics/stage10-lesson-128-case.jpg","assigned","S11.04","080","whole-course-active","130","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-128-choice","Start with the shape of the decision","assets/diagrams/stage10-infographics/stage10-lesson-128-choice.jpg","inventory-only","","","inventory-only","128","OPTIONAL / EXTEND",""
"stage10-lesson-128-if","Use IF when a Boolean condition decides the route","assets/diagrams/stage10-infographics/stage10-lesson-128-if.jpg","inventory-only","","","inventory-only","128","OPTIONAL / EXTEND",""
"stage10-lesson-128-java","Same idea, different syntax","assets/diagrams/stage10-infographics/stage10-lesson-128-java.jpg","inventory-only","","","inventory-only","128","OPTIONAL / EXTEND",""
"stage10-lesson-128-nested","A decision inside another decision","assets/diagrams/stage10-infographics/stage10-lesson-128-nested.jpg","inventory-only","","","inventory-only","128","OPTIONAL / EXTEND",""
"stage10-lesson-128-path","Trace a nested IF","assets/diagrams/stage10-infographics/stage10-lesson-128-path.jpg","inventory-only","","","inventory-only","128","OPTIONAL / EXTEND",""
"stage10-lesson-129-arrays","FOR loops are natural for fixed array bounds","assets/diagrams/stage10-infographics/stage10-lesson-129-arrays.jpg","inventory-only","","","inventory-only","129","OPTIONAL / EXTEND",""
"stage10-lesson-129-bounds","One wrong bound can miss or invent an iteration","assets/diagrams/stage10-infographics/stage10-lesson-129-bounds.jpg","inventory-only","","","inventory-only","129","OPTIONAL / EXTEND",""
"stage10-lesson-129-counter","Do not confuse the counter with the running total","assets/diagrams/stage10-infographics/stage10-lesson-129-counter.jpg","inventory-only","","","inventory-only","129","OPTIONAL / EXTEND",""
"stage10-lesson-129-for","A FOR loop has a counter, a start value and an end value","assets/diagrams/stage10-infographics/stage10-lesson-129-for.jpg","assigned","S11.04","080","whole-course-active","130","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-129-java","Java for loops are useful, but not the exam answer format","assets/diagrams/stage10-infographics/stage10-lesson-129-java.jpg","inventory-only","","","inventory-only","129","OPTIONAL / EXTEND",""
"stage10-lesson-130-compare","The difference is when the condition is tested","assets/diagrams/stage10-infographics/stage10-lesson-130-compare.jpg","assigned","S11.04;S11.05","076","whole-course-active","130","CORE / TEACH","Reviewed syllabus visualEvidence contract;The visual compares loop conditions to support loop selection and justification."
"stage10-lesson-130-java","Java syntax is support, not Cambridge pseudocode","assets/diagrams/stage10-infographics/stage10-lesson-130-java.jpg","inventory-only","","","inventory-only","130","OPTIONAL / EXTEND",""
"stage10-lesson-130-repeat","Post-condition loop: run once, then check","assets/diagrams/stage10-infographics/stage10-lesson-130-repeat.jpg","inventory-only","","","inventory-only","130","OPTIONAL / EXTEND",""
"stage10-lesson-130-sentinel","A special value can stop the loop","assets/diagrams/stage10-infographics/stage10-lesson-130-sentinel.jpg","inventory-only","","","inventory-only","130","OPTIONAL / EXTEND",""
"stage10-lesson-130-validation","Keep asking until the input is valid","assets/diagrams/stage10-infographics/stage10-lesson-130-validation.jpg","inventory-only","","","inventory-only","130","OPTIONAL / EXTEND",""
"stage10-lesson-130-while","Pre-condition loop: check before running","assets/diagrams/stage10-infographics/stage10-lesson-130-while.jpg","inventory-only","","","inventory-only","130","OPTIONAL / EXTEND",""
"stage10-lesson-131-calls","Function calls can appear where a value is needed","assets/diagrams/stage10-infographics/stage10-lesson-131-calls.jpg","assigned","S11.07","078","whole-course-active","131","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-131-compare","The mark-winning difference is the returned value","assets/diagrams/stage10-infographics/stage10-lesson-131-compare.jpg","inventory-only","","","inventory-only","131","OPTIONAL / EXTEND",""
"stage10-lesson-131-function","A function returns a value to the caller","assets/diagrams/stage10-infographics/stage10-lesson-131-function.jpg","inventory-only","","","inventory-only","131","OPTIONAL / EXTEND",""
"stage10-lesson-131-java","Java method syntax is not Cambridge pseudocode","assets/diagrams/stage10-infographics/stage10-lesson-131-java.jpg","inventory-only","","","inventory-only","131","OPTIONAL / EXTEND",""
"stage10-lesson-131-parameters","A subprogram interface connects caller and header","assets/diagrams/stage10-infographics/stage10-lesson-131-parameters.jpg","assigned","S11.08","078","whole-course-active","131","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-131-procedure","A procedure performs actions and returns no value","assets/diagrams/stage10-infographics/stage10-lesson-131-procedure.jpg","inventory-only","","","inventory-only","131","OPTIONAL / EXTEND",""
"stage10-lesson-131-returner","Calculate a function return value","assets/diagrams/stage10-infographics/stage10-lesson-131-returner.jpg","inventory-only","","","inventory-only","131","OPTIONAL / EXTEND",""
"stage10-lesson-132-compare","Same procedure body, different final result","assets/diagrams/stage10-infographics/stage10-lesson-132-compare.jpg","assigned","S11.06","077","whole-course-active","131","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-132-java","Do not replace Cambridge BYREF with Java syntax","assets/diagrams/stage10-infographics/stage10-lesson-132-java.jpg","inventory-only","","","inventory-only","132","OPTIONAL / EXTEND",""
"stage10-lesson-132-reference","BYREF links the parameter back to the caller's variable","assets/diagrams/stage10-infographics/stage10-lesson-132-reference.jpg","inventory-only","","","inventory-only","132","OPTIONAL / EXTEND",""
"stage10-lesson-132-terms","The header names the parameter. The call supplies the argument.","assets/diagrams/stage10-infographics/stage10-lesson-132-terms.jpg","inventory-only","","","inventory-only","132","OPTIONAL / EXTEND",""
"stage10-lesson-132-use","Use it when the procedure must deliberately update caller data","assets/diagrams/stage10-infographics/stage10-lesson-132-use.jpg","inventory-only","","","inventory-only","132","OPTIONAL / EXTEND",""
"stage10-lesson-132-value","By value means the subroutine works with a copy","assets/diagrams/stage10-infographics/stage10-lesson-132-value.jpg","inventory-only","","","inventory-only","132","OPTIONAL / EXTEND",""
"stage10-lesson-133-compare","Local and global variables differ by accessibility and lifetime","assets/diagrams/stage10-infographics/stage10-lesson-133-compare.jpg","inventory-only","","","inventory-only","133","OPTIONAL / EXTEND",""
"stage10-lesson-133-global","Global variables are declared outside subroutines and can be accessed widely","assets/diagrams/stage10-infographics/stage10-lesson-133-global.jpg","inventory-only","","","inventory-only","133","OPTIONAL / EXTEND",""
"stage10-lesson-133-java","Java helps illustrate scope, but Cambridge pseudocode remains the answer format","assets/diagrams/stage10-infographics/stage10-lesson-133-java.jpg","inventory-only","","","inventory-only","133","OPTIONAL / EXTEND",""
"stage10-lesson-133-lifetime","Lifetime means how long a variable exists during execution","assets/diagrams/stage10-infographics/stage10-lesson-133-lifetime.jpg","inventory-only","","","inventory-only","133","OPTIONAL / EXTEND",""
"stage10-lesson-133-local","Local variables are declared inside a subroutine or block","assets/diagrams/stage10-infographics/stage10-lesson-133-local.jpg","inventory-only","","","inventory-only","133","OPTIONAL / EXTEND",""
"stage10-lesson-133-scope","Scope means where a variable or identifier can be accessed","assets/diagrams/stage10-infographics/stage10-lesson-133-scope.jpg","inventory-only","","","inventory-only","133","OPTIONAL / EXTEND",""
"stage10-lesson-133-shadowing","A local variable can hide a global variable with the same name","assets/diagrams/stage10-infographics/stage10-lesson-133-shadowing.jpg","inventory-only","","","inventory-only","133","OPTIONAL / EXTEND",""
"stage10-lesson-134-case","LCASE and UCASE convert one CHAR","assets/diagrams/stage10-infographics/stage10-lesson-134-case.jpg","inventory-only","","","inventory-only","134","OPTIONAL / EXTEND",""
"stage10-lesson-134-concat","Concatenation joins STRING values","assets/diagrams/stage10-infographics/stage10-lesson-134-concat.jpg","inventory-only","","","inventory-only","134","OPTIONAL / EXTEND",""
"stage10-lesson-134-java","MID and Java substring use different positions","assets/diagrams/stage10-infographics/stage10-lesson-134-java.jpg","inventory-only","","","inventory-only","134","OPTIONAL / EXTEND",""
"stage10-lesson-134-lab","Test a built-in function","assets/diagrams/stage10-infographics/stage10-lesson-134-lab.jpg","inventory-only","","","inventory-only","134","OPTIONAL / EXTEND",""
"stage10-lesson-134-length","LENGTH(String) returns the number of characters","assets/diagrams/stage10-infographics/stage10-lesson-134-length.jpg","inventory-only","","","inventory-only","134","OPTIONAL / EXTEND",""
"stage10-lesson-134-position","Exam traces must follow the position convention stated or implied","assets/diagrams/stage10-infographics/stage10-lesson-134-position.jpg","inventory-only","","","inventory-only","134","OPTIONAL / EXTEND",""
"stage10-lesson-134-strings","A string is a sequence of characters","assets/diagrams/stage10-infographics/stage10-lesson-134-strings.jpg","inventory-only","","","inventory-only","134","OPTIONAL / EXTEND",""
"stage10-lesson-134-substring","Use the string-function definition supplied in the question","assets/diagrams/stage10-infographics/stage10-lesson-134-substring.jpg","assigned","S11.03","072","whole-course-active","129","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-135-calculator","Compare / , DIV and MOD","assets/diagrams/stage10-infographics/stage10-lesson-135-calculator.jpg","inventory-only","","","inventory-only","135","OPTIONAL / EXTEND",""
"stage10-lesson-135-division","DIV returns the whole-number quotient","assets/diagrams/stage10-infographics/stage10-lesson-135-division.jpg","inventory-only","","","inventory-only","135","OPTIONAL / EXTEND",""
"stage10-lesson-135-java","Java can support the idea, but Cambridge pseudocode remains the answer format","assets/diagrams/stage10-infographics/stage10-lesson-135-java.jpg","inventory-only","","","inventory-only","135","OPTIONAL / EXTEND",""
"stage10-lesson-135-mod","MOD returns the remainder","assets/diagrams/stage10-infographics/stage10-lesson-135-mod.jpg","inventory-only","","","inventory-only","135","OPTIONAL / EXTEND",""
"stage10-lesson-135-operators","Operators combine values to calculate a result","assets/diagrams/stage10-infographics/stage10-lesson-135-operators.jpg","inventory-only","","","inventory-only","135","OPTIONAL / EXTEND",""
"stage10-lesson-135-patterns","DIV and MOD often appear in practical algorithm tasks","assets/diagrams/stage10-infographics/stage10-lesson-135-patterns.jpg","inventory-only","","","inventory-only","135","OPTIONAL / EXTEND",""
"stage10-lesson-135-precedence","Use brackets when the intended order matters","assets/diagrams/stage10-infographics/stage10-lesson-135-precedence.jpg","inventory-only","","","inventory-only","135","OPTIONAL / EXTEND",""
"stage10-lesson-135-relationship","Use the identity to check your answer","assets/diagrams/stage10-infographics/stage10-lesson-135-relationship.jpg","inventory-only","","","inventory-only","135","OPTIONAL / EXTEND",""
"stage10-lesson-136-formatter","Build a readable result line","assets/diagrams/stage10-infographics/stage10-lesson-136-formatter.jpg","inventory-only","","","inventory-only","136","OPTIONAL / EXTEND",""
"stage10-lesson-136-formatting","Formatting means controlling how values are shown","assets/diagrams/stage10-infographics/stage10-lesson-136-formatting.jpg","inventory-only","","","inventory-only","136","OPTIONAL / EXTEND",""
"stage10-lesson-136-input","INPUT reads data and stores it in a variable","assets/diagrams/stage10-infographics/stage10-lesson-136-input.jpg","inventory-only","","","inventory-only","136","OPTIONAL / EXTEND",""
"stage10-lesson-136-java","Java I/O syntax is not Cambridge pseudocode","assets/diagrams/stage10-infographics/stage10-lesson-136-java.jpg","inventory-only","","","inventory-only","136","OPTIONAL / EXTEND",""
"stage10-lesson-136-output","OUTPUT displays text, values or expressions","assets/diagrams/stage10-infographics/stage10-lesson-136-output.jpg","inventory-only","","","inventory-only","136","OPTIONAL / EXTEND",""
"stage10-lesson-136-prompts","A good prompt tells the user what to enter and the expected format","assets/diagrams/stage10-infographics/stage10-lesson-136-prompts.jpg","inventory-only","","","inventory-only","136","OPTIONAL / EXTEND",""
"stage10-lesson-136-tables","Formatted output can make repeated records readable","assets/diagrams/stage10-infographics/stage10-lesson-136-tables.jpg","inventory-only","","","inventory-only","136","OPTIONAL / EXTEND",""
"stage10-lesson-136-types","Input data must be used with the correct data type","assets/diagrams/stage10-infographics/stage10-lesson-136-types.jpg","inventory-only","","","inventory-only","136","OPTIONAL / EXTEND",""
"stage10-lesson-137-append","FOR APPEND adds new data to the end","assets/diagrams/stage10-infographics/stage10-lesson-137-append.jpg","inventory-only","","","inventory-only","137","OPTIONAL / EXTEND",""
"stage10-lesson-137-close","CLOSEFILE completes the pattern","assets/diagrams/stage10-infographics/stage10-lesson-137-close.jpg","inventory-only","","","inventory-only","137","OPTIONAL / EXTEND",""
"stage10-lesson-137-eof","EOF prevents reading past the end of the file","assets/diagrams/stage10-infographics/stage10-lesson-137-eof.jpg","inventory-only","","","inventory-only","137","OPTIONAL / EXTEND",""
"stage10-lesson-137-java","Java file handling helps understanding, but does not replace pseudocode","assets/diagrams/stage10-infographics/stage10-lesson-137-java.jpg","inventory-only","","","inventory-only","137","OPTIONAL / EXTEND",""
"stage10-lesson-137-modes","The mode controls what the program intends to do with the file","assets/diagrams/stage10-infographics/stage10-lesson-137-modes.jpg","inventory-only","","","inventory-only","137","OPTIONAL / EXTEND",""
"stage10-lesson-137-purpose","Files store data outside the running program","assets/diagrams/stage10-infographics/stage10-lesson-137-purpose.jpg","inventory-only","","","inventory-only","137","OPTIONAL / EXTEND",""
"stage10-lesson-137-read","Read every line using WHILE NOT EOF","assets/diagrams/stage10-infographics/stage10-lesson-137-read.jpg","inventory-only","","","inventory-only","137","OPTIONAL / EXTEND",""
"stage10-lesson-137-write","FOR WRITE writes new contents","assets/diagrams/stage10-infographics/stage10-lesson-137-write.jpg","inventory-only","","","inventory-only","137","OPTIONAL / EXTEND",""
"stage10-lesson-138-boundary","Extreme or boundary data uses valid values at accepted limits","assets/diagrams/stage10-infographics/stage10-lesson-138-boundary.jpg","assigned","S12.07","087","whole-course-active","146","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-138-erroneous","Abnormal data is invalid data that should be rejected","assets/diagrams/stage10-infographics/stage10-lesson-138-erroneous.jpg","inventory-only","","","inventory-only","138","OPTIONAL / EXTEND",""
"stage10-lesson-138-java","Java can help you run examples, but Cambridge pseudocode is the exam answer format","assets/diagrams/stage10-infographics/stage10-lesson-138-java.jpg","inventory-only","","","inventory-only","138","OPTIONAL / EXTEND",""
"stage10-lesson-138-normal","Normal data is valid, typical data inside the allowed range","assets/diagrams/stage10-infographics/stage10-lesson-138-normal.jpg","inventory-only","","","inventory-only","138","OPTIONAL / EXTEND",""
"stage10-lesson-138-purpose","Testing compares actual results with expected results","assets/diagrams/stage10-infographics/stage10-lesson-138-purpose.jpg","inventory-only","","","inventory-only","138","OPTIONAL / EXTEND",""
"stage10-lesson-138-table","A clear test table turns thinking into marks","assets/diagrams/stage10-infographics/stage10-lesson-138-table.jpg","inventory-only","","","inventory-only","138","OPTIONAL / EXTEND",""
"stage10-lesson-138-validation","Testing checks validation against expected results","assets/diagrams/stage10-infographics/stage10-lesson-138-validation.jpg","inventory-only","","","inventory-only","138","OPTIONAL / EXTEND",""
"stage10-lesson-139-breakpoint","A breakpoint pauses execution at a chosen line","assets/diagrams/stage10-infographics/stage10-lesson-139-breakpoint.jpg","assigned","S5.07","030","whole-course-active","139","OPTIONAL / EXTEND","Provides a concrete IDE debugging example by showing where a breakpoint pauses execution."
"stage10-lesson-139-bug","Analyse and amend an existing program","assets/diagrams/stage10-infographics/stage10-lesson-139-bug.jpg","assigned","S12.09","089","whole-course-active","146","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-139-java","Java debugging tools help practice, but Cambridge pseudocode remains the exam format","assets/diagrams/stage10-infographics/stage10-lesson-139-java.jpg","inventory-only","","","inventory-only","139","OPTIONAL / EXTEND",""
"stage10-lesson-139-purpose","Debugging locates and corrects faults","assets/diagrams/stage10-infographics/stage10-lesson-139-purpose.jpg","inventory-only","","","inventory-only","139","OPTIONAL / EXTEND",""
"stage10-lesson-139-stepping","Step through code one instruction at a time","assets/diagrams/stage10-infographics/stage10-lesson-139-stepping.jpg","inventory-only","","","inventory-only","139","OPTIONAL / EXTEND",""
"stage10-lesson-139-watch","Watching variables shows state changes while stepping","assets/diagrams/stage10-infographics/stage10-lesson-139-watch.jpg","inventory-only","","","inventory-only","139","OPTIONAL / EXTEND",""
"stage10-lesson-140-checks","Pick the check that matches the rule","assets/diagrams/stage10-infographics/stage10-lesson-140-checks.jpg","inventory-only","","","inventory-only","140","OPTIONAL / EXTEND",""
"stage10-lesson-140-integration","Validation and modularity support each other","assets/diagrams/stage10-infographics/stage10-lesson-140-integration.jpg","inventory-only","","","inventory-only","140","OPTIONAL / EXTEND",""
"stage10-lesson-140-java","Java methods can model modularity, but Cambridge pseudocode remains the exam format","assets/diagrams/stage10-infographics/stage10-lesson-140-java.jpg","assigned","S11.09","079","whole-course-active","134","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-140-modularity","Modular design splits a solution into smaller named parts","assets/diagrams/stage10-infographics/stage10-lesson-140-modularity.jpg","inventory-only","","","inventory-only","140","OPTIONAL / EXTEND",""
"stage10-lesson-140-module-tool","Choose a module for each responsibility","assets/diagrams/stage10-infographics/stage10-lesson-140-module-tool.jpg","inventory-only","","","inventory-only","140","OPTIONAL / EXTEND",""
"stage10-lesson-140-parameters","Pass data into a module and return only what is needed","assets/diagrams/stage10-infographics/stage10-lesson-140-parameters.jpg","inventory-only","","","inventory-only","140","OPTIONAL / EXTEND",""
"stage10-lesson-140-robust","A robust program handles expected misuse without collapsing","assets/diagrams/stage10-infographics/stage10-lesson-140-robust.jpg","inventory-only","","","inventory-only","140","OPTIONAL / EXTEND",""
"stage10-lesson-140-validation","Validation checks whether data is acceptable for the program","assets/diagrams/stage10-infographics/stage10-lesson-140-validation.jpg","inventory-only","","","inventory-only","140","OPTIONAL / EXTEND",""
"stage10-lesson-140-validator","Check whether a mark input is robustly acceptable","assets/diagrams/stage10-infographics/stage10-lesson-140-validator.jpg","inventory-only","","","inventory-only","140","OPTIONAL / EXTEND",""
"stage10-lesson-141-arrays","Use Cambridge array notation consistently","assets/diagrams/stage10-infographics/stage10-lesson-141-arrays.jpg","inventory-only","","","inventory-only","141","OPTIONAL / EXTEND",""
"stage10-lesson-141-assignment","Use the assignment arrow for storing a value","assets/diagrams/stage10-infographics/stage10-lesson-141-assignment.jpg","inventory-only","","","inventory-only","141","OPTIONAL / EXTEND",""
"stage10-lesson-141-checkpoint","5-minute quiz focus","assets/diagrams/stage10-infographics/stage10-lesson-141-checkpoint.jpg","inventory-only","","","inventory-only","141","OPTIONAL / EXTEND",""
"stage10-lesson-141-io","Replace library calls with algorithm keywords","assets/diagrams/stage10-infographics/stage10-lesson-141-io.jpg","inventory-only","","","inventory-only","141","OPTIONAL / EXTEND",""
"stage10-lesson-141-loops","Choose the loop keyword that matches the logic","assets/diagrams/stage10-infographics/stage10-lesson-141-loops.jpg","inventory-only","","","inventory-only","141","OPTIONAL / EXTEND",""
"stage10-lesson-141-selection","Use IF , THEN , ELSE , ENDIF","assets/diagrams/stage10-infographics/stage10-lesson-141-selection.jpg","inventory-only","","","inventory-only","141","OPTIONAL / EXTEND",""
"stage10-lesson-141-spotter","Spot the Java-only syntax in an exam answer","assets/diagrams/stage10-infographics/stage10-lesson-141-spotter.jpg","inventory-only","","","inventory-only","141","OPTIONAL / EXTEND",""
"stage10-lesson-141-standard","Translate a flowchart or structured English into pseudocode","assets/diagrams/stage10-infographics/stage10-lesson-141-standard.jpg","assigned","S11.01","069","whole-course-active","127","CORE / TEACH","Reviewed syllabus visualEvidence contract"
"stage10-lesson-141-subroutines","Use PROCEDURE and FUNCTION instead of Java method wrappers","assets/diagrams/stage10-infographics/stage10-lesson-141-subroutines.jpg","inventory-only","","","inventory-only","141","OPTIONAL / EXTEND",""
"stage10-lesson-142-arrays","Arrays need consistent indexing and meaningful loop bounds","assets/diagrams/stage10-infographics/stage10-lesson-142-arrays.jpg","review-only","","","inventory-only","142","OPTIONAL / EXTEND",""
"stage10-lesson-142-checklist","Use a checklist before calling a fragment finished","assets/diagrams/stage10-infographics/stage10-lesson-142-checklist.jpg","review-only","","","inventory-only","142","OPTIONAL / EXTEND",""
"stage10-lesson-142-debugging","Review answers should be traceable","assets/diagrams/stage10-infographics/stage10-lesson-142-debugging.jpg","review-only","","","inventory-only","142","OPTIONAL / EXTEND",""
"stage10-lesson-142-files","File fragments need open, process and close","assets/diagrams/stage10-infographics/stage10-lesson-142-files.jpg","review-only","","","inventory-only","142","OPTIONAL / EXTEND",""
"stage10-lesson-142-fragment","A complete fragment has setup, logic and result","assets/diagrams/stage10-infographics/stage10-lesson-142-fragment.jpg","review-only","","","inventory-only","142","OPTIONAL / EXTEND",""
"stage10-lesson-142-java","Java can support practice; the review answer should be Cambridge pseudocode","assets/diagrams/stage10-infographics/stage10-lesson-142-java.jpg","review-only","","","inventory-only","142","OPTIONAL / EXTEND",""
"stage10-lesson-142-review-map","Section 11 tools become stronger when combined","assets/diagrams/stage10-infographics/stage10-lesson-142-review-map.jpg","review-only","","","inventory-only","142","OPTIONAL / EXTEND",""
